Unnamed: 0,name,label,onset,offset,recording_duration,whistle_type,whistle_name,path
8321,Exp_15_Feb_2020_1345pm,NSW_3,603.226827960085,603.561828975239,3300.0,88,Whistle15547,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/NSW_3Exp_15_Feb_2020_1345pm603.226827960085_603.561828975239.wav
8307,Exp_17_Jan_2020_1245pm,NSW_3,1396.93102730927,1397.67401643971,3300.0,86,Whistle15530,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/NSW_3Exp_17_Jan_2020_1245pm1396.93102730927_1397.67401643971.wav
8308,Exp_16_Jan_2020_1245pm,NSW_3,3154.96456171079,3155.64057693874,3300.0,86,Whistle15569,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/NSW_3Exp_16_Jan_2020_1245pm3154.96456171079_3155.64057693874.wav
8325,Exp_15_Jan_2020_1045am,NSW_3,669.342028309177,669.712029430392,3300.0,89,Whistle15549,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/NSW_3Exp_15_Jan_2020_1045am669.342028309177_669.712029430392.wav
8317,Exp_12_Mar_2020_1345pm,NSW_3,134.120447068157,134.71044903483,3000.0,88,Whistle15510,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/NSW_3Exp_12_Mar_2020_1345pm134.120447068157_134.71044903483.wav
8323,Exp_01_Jan_2020_1245pm,NSW_3,2928.06599443567,2928.43874823059,3300.0,89,Whistle15487,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/NSW_3Exp_01_Jan_2020_1245pm2928.06599443567_2928.43874823059.wav
8286,Exp_03_Jan_2020_1145am,NSW_3,2019.95171626971,2020.4560876307,3300.0,85,Whistle15489,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/NSW_3Exp_03_Jan_2020_1145am2019.95171626971_2020.4560876307.wav
8294,Exp_23_Nov_2019_1245pm,NSW_3,2474.00068158802,2474.56805000907,3000.0,85,Whistle15544,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/NSW_3Exp_23_Nov_2019_1245pm2474.00068158802_2474.56805000907.wav
8290,Exp_12_Mar_2020_1345pm,NSW_3,662.758282618676,663.655353468544,3000.0,85,Whistle15511,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/NSW_3Exp_12_Mar_2020_1345pm662.758282618676_663.655353468544.wav
8285,Exp_01_Jan_2020_1245pm,NSW_3,2914.55613747776,2915.49379179875,3300.0,85,Whistle15488,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/NSW_3Exp_01_Jan_2020_1245pm2914.55613747776_2915.49379179875.wav
8288,Exp_08_Jan_2020_1245pm,NSW_3,3100.58195558359,3101.31770361509,3300.0,85,Whistle15492,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/NSW_3Exp_08_Jan_2020_1245pm3100.58195558359_3101.31770361509.wav
8306,Exp_17_Feb_2020_1545pm,NSW_3,759.434372607985,760.222251395864,3300.0,86,Whistle15529,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/NSW_3Exp_17_Feb_2020_1545pm759.434372607985_760.222251395864.wav
8314,Exp_16_Jan_2020_1045am,NSW_3,1971.71803578931,1972.18265890489,3300.0,87,Whistle15566,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/NSW_3Exp_16_Jan_2020_1045am1971.71803578931_1972.18265890489.wav
8301,Exp_23_Nov_2019_1245pm,NSW_3,2369.56789855966,2370.087900293,3000.0,85,Whistle15605,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/NSW_3Exp_23_Nov_2019_1245pm2369.56789855966_2370.087900293.wav
8299,Exp_15_Feb_2020_1045am,NSW_3,1493.36714253311,1493.97779673872,3300.0,85,Whistle15603,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/NSW_3Exp_15_Feb_2020_1045am1493.36714253311_1493.97779673872.wav
8295,Exp_15_Feb_2020_1345pm,NSW_3,1591.48303213512,1592.08356701884,3300.0,85,Whistle15545,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/NSW_3Exp_15_Feb_2020_1345pm1591.48303213512_1592.08356701884.wav
8324,Exp_11_Jan_2020_0945am,NSW_3,608.116842778311,608.546844081346,3300.0,89,Whistle15499,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/NSW_3Exp_11_Jan_2020_0945am608.116842778311_608.546844081346.wav
8297,Exp_16_Feb_2020_1245pm,NSW_3,2712.87084701112,2713.44215986028,3300.0,85,Whistle15552,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/NSW_3Exp_16_Feb_2020_1245pm2712.87084701112_2713.44215986028.wav
