Unnamed: 0,name,label,onset,offset,recording_duration,whistle_type,whistle_name,path
7227,Exp_07_Jan_2020_1345pm,SW_Shy,2634.03798193328,2634.73298403935,3300.0,62,Whistle13335,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_ShyExp_07_Jan_2020_1345pm2634.03798193328_2634.73298403935.wav
6777,Exp_03_Mar_2020_1345pm,SW_Yosefa,1501.94000646669,1502.44500815003,3000.0,58,Whistle12701,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_YosefaExp_03_Mar_2020_1345pm1501.94000646669_1502.44500815003.wav
3593,Exp_05_Feb_2020_1345pm,SW_Nikita,266.27934765715,266.955759140404,3300.0,39,Whistle3807,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NikitaExp_05_Feb_2020_1345pm266.27934765715_266.955759140404.wav
5506,Exp_09_Jan_2020_1145am,SW_Luna,332.794417729344,333.639624385691,3300.0,41,Whistle7671,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_09_Jan_2020_1145am332.794417729344_333.639624385691.wav
5663,Exp_15_Dec_2019_1245pm,SW_Luna,2053.41863930674,2053.87613930674,3300.0,42,Whistle10966,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_15_Dec_2019_1245pm2053.41863930674_2053.87613930674.wav
7687,Exp_09_Jan_2020_1145am,NSW_9,64.4287645192398,65.1833799038552,3300.0,71,Whistle14273,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/NSW_9Exp_09_Jan_2020_1145am64.4287645192398_65.1833799038552.wav
6059,Exp_01_Feb_2020_1045am,SW_Luna,3258.73156873346,3259.5198312996,3300.0,43,Whistle7462,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_01_Feb_2020_1045am3258.73156873346_3259.5198312996.wav
6807,Exp_04_Jan_2020_1345pm,SW_Yosefa,1513.11458519571,1514.42958918057,3300.0,58,Whistle12738,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_YosefaExp_04_Jan_2020_1345pm1513.11458519571_1514.42958918057.wav
6938,Exp_09_Feb_2020_0945am,SW_Yosefa,996.588019963697,997.123021584914,3300.0,58,Whistle12893,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_YosefaExp_09_Feb_2020_0945am996.588019963697_997.123021584914.wav
6357,Exp_08_Jan_2020_1245pm,SW_Luna,1172.67355355622,1173.9835256188,3300.0,48,Whistle7359,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_08_Jan_2020_1245pm1172.67355355622_1173.9835256188.wav
7480,Exp_21_Nov_2019_1345pm,SW_Dana,1162.07103702551,1162.89717934761,3600.0,66,Whistle13976,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_DanaExp_21_Nov_2019_1345pm1162.07103702551_1162.89717934761.wav
7952,Exp_17_Dec_2019_1245pm,NSW_9,2927.35518739211,2928.18381897106,3300.0,72,Whistle15186,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/NSW_9Exp_17_Dec_2019_1245pm2927.35518739211_2928.18381897106.wav
