Unnamed: 0,name,label,onset,offset,recording_duration,whistle_type,whistle_name,path
8195,Exp_11_Dec_2019_1145am,NSW_9,282.245855290471,283.475859017755,3300.0,76,Whistle15064,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/NSW_9Exp_11_Dec_2019_1145am282.245855290471_283.475859017755.wav
5759,Exp_07_Jan_2020_1345pm,SW_Luna,1970.10845405945,1970.65679761774,3300.0,42,Whistle6680,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_07_Jan_2020_1345pm1970.10845405945_1970.65679761774.wav
6216,Exp_04_Jan_2020_1345pm,SW_Luna,1518.84460437759,1520.30762090651,3300.0,45,Whistle6070,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_04_Jan_2020_1345pm1518.84460437759_1520.30762090651.wav
504,Exp_17_Jan_2020_1545pm,SW_Neo,472.174577599907,472.66636081669,3300.0,2,Whistle2736,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NeoExp_17_Jan_2020_1545pm472.174577599907_472.66636081669.wav
1647,Exp_07_Mar_2020_1345pm,SW_Neo,533.616779389265,535.236748429512,3000.0,4,Whistle721,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NeoExp_07_Mar_2020_1345pm533.616779389265_535.236748429512.wav
621,Exp_26_Nov_2019_1145am,SW_Neo,420.338319842655,420.950354726376,3000.0,2,Whistle3210,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NeoExp_26_Nov_2019_1145am420.338319842655_420.950354726376.wav
5321,Exp_05_Feb_2020_1345pm,SW_Luna,2155.38444554198,2156.16050853411,3300.0,41,Whistle7082,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_05_Feb_2020_1345pm2155.38444554198_2156.16050853411.wav
6308,Exp_05_Jan_2020_1545pm,SW_Luna,585.590004666753,586.876085426848,3300.0,46,Whistle7728,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_05_Jan_2020_1545pm585.590004666753_586.876085426848.wav
8149,Exp_02_Mar_2020_1145am,NSW_9,341.35018673679,341.758466089016,3000.0,76,Whistle14287,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/NSW_9Exp_02_Mar_2020_1145am341.35018673679_341.758466089016.wav
7458,Exp_16_Jan_2020_1345pm,SW_Dana,728.327286665337,729.597169018278,3300.0,66,Whistle13915,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_DanaExp_16_Jan_2020_1345pm728.327286665337_729.597169018278.wav
5193,Exp_17_Jan_2020_1145am,SW_Luna,2914.35425032512,2914.98310048538,3300.0,41,Whistle11774,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_17_Jan_2020_1145am2914.35425032512_2914.98310048538.wav
4715,Exp_01_Feb_2020_1145am,SW_Luna,2231.11822555634,2231.87345203717,3300.0,40,Whistle7575,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_01_Feb_2020_1145am2231.11822555634_2231.87345203717.wav
7256,Exp_17_Dec_2019_1145am,SW_Shy,1257.64585265965,1258.73736917617,3300.0,63,Whistle13436,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_ShyExp_17_Dec_2019_1145am1257.64585265965_1258.73736917617.wav
5472,Exp_09_Jan_2020_1145am,SW_Luna,400.485857713585,401.201176065645,3300.0,41,Whistle7308,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_09_Jan_2020_1145am400.485857713585_401.201176065645.wav
2001,Exp_17_Feb_2020_1345pm,SW_Neo,917.757781084185,918.522783402374,3300.0,10,Whistle1841,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NeoExp_17_Feb_2020_1345pm917.757781084185_918.522783402374.wav
3560,Exp_06_Dec_2019_1145am,SW_Nikita,405.958707579998,406.276180741762,3000.0,38,Whistle3791,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NikitaExp_06_Dec_2019_1145am405.958707579998_406.276180741762.wav
424,Exp_14_Dec_2019_0845am,SW_Neo,194.966969378186,195.68482523943,3300.0,2,Whistle2416,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NeoExp_14_Dec_2019_0845am194.966969378186_195.68482523943.wav
5703,Exp_17_Nov_2019_1545pm,SW_Luna,1376.95621263412,1377.56666308457,3600.0,42,Whistle11504,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_17_Nov_2019_1545pm1376.95621263412_1377.56666308457.wav
306,Exp_26_Nov_2019_1345pm,SW_Neo,665.574872845049,666.172156795667,3000.0,2,Whistle2885,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NeoExp_26_Nov_2019_1345pm665.574872845049_666.172156795667.wav
5592,Exp_17_Dec_2019_1545pm,SW_Luna,1274.44181690564,1275.06380554201,3300.0,41,Whistle8860,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_17_Dec_2019_1545pm1274.44181690564_1275.06380554201.wav
641,Exp_22_Nov_2019_1145am,SW_Neo,1018.62782952175,1019.42783174398,3600.0,2,Whistle3345,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NeoExp_22_Nov_2019_1145am1018.62782952175_1019.42783174398.wav
1618,Exp_06_Dec_2019_0945am,SW_Neo,30.5139869188077,31.0324666485375,3000.0,4,Whistle679,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NeoExp_06_Dec_2019_0945am30.5139869188077_31.0324666485375.wav
6132,Exp_09_Jan_2020_1145am,SW_Luna,200.003002910397,201.195574795381,3300.0,43,Whistle7668,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_09_Jan_2020_1145am200.003002910397_201.195574795381.wav
2831,Exp_22_Nov_2019_1245pm,SW_Nikita,3337.11427087297,3338.10947557697,3600.0,25,Whistle4618,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NikitaExp_22_Nov_2019_1245pm3337.11427087297_3338.10947557697.wav
4380,Exp_06_Feb_2020_1545pm,SW_Luna,1014.02307461538,1015.32304638179,3300.0,40,Whistle6544,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_06_Feb_2020_1545pm1014.02307461538_1015.32304638179.wav
904,Exp_09_Jan_2020_1545pm,SW_Neo,57.5207900518113,58.7451362056575,3300.0,3,Whistle1310,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NeoExp_09_Jan_2020_1545pm57.5207900518113_58.7451362056575.wav
3076,Exp_05_Dec_2019_1145am,SW_Nikita,346.16615388718,346.646048624022,3000.0,32,Whistle3527,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NikitaExp_05_Dec_2019_1145am346.16615388718_346.646048624022.wav
137,Exp_07_Dec_2019_1145am,SW_Neo,2824.4095933599,2825.34579981823,3300.0,1,Whistle286,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NeoExp_07_Dec_2019_1145am2824.4095933599_2825.34579981823.wav
5136,Exp_16_Jan_2020_1245pm,SW_Luna,2467.18952622725,2467.73288026452,3300.0,41,Whistle10609,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_16_Jan_2020_1245pm2467.18952622725_2467.73288026452.wav
4415,Exp_07_Jan_2020_0945am,SW_Luna,2171.19455633241,2171.8939596486,3300.0,40,Whistle6622,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_07_Jan_2020_0945am2171.19455633241_2171.8939596486.wav
1887,Exp_02_Jan_2020_1145am,SW_Neo,2195.7634182715,2196.34700960277,3300.0,7,Whistle1503,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NeoExp_02_Jan_2020_1145am2195.7634182715_2196.34700960277.wav
579,Exp_16_Feb_2020_1545pm,SW_Neo,280.394333115965,281.249816986933,3300.0,2,Whistle3064,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NeoExp_16_Feb_2020_1545pm280.394333115965_281.249816986933.wav
3437,Exp_14_Jan_2020_1045am,SW_Nikita,979.362813071626,979.559348504697,2194.90133333334,34,Whistle4891,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NikitaExp_14_Jan_2020_1045am979.362813071626_979.559348504697.wav
3599,Exp_17_Dec_2019_0945am,SW_Nikita,5.0600153333798,5.35001621217034,3300.0,39,Whistle15673,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NikitaExp_17_Dec_2019_0945am5.0600153333798_5.35001621217034.wav
61,Exp_06_Mar_2020_1545pm,SW_Neo,2984.68844184974,2985.68867038758,3000.0,1,Whistle1425,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NeoExp_06_Mar_2020_1545pm2984.68844184974_2985.68867038758.wav
7718,Exp_06_Jan_2020_1345pm,NSW_9,436.295254910121,436.818973064883,3300.0,71,Whistle14350,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/NSW_9Exp_06_Jan_2020_1345pm436.295254910121_436.818973064883.wav
3175,Exp_16_Nov_2019_1045am,SW_Nikita,2909.69202143348,2910.28402450991,3600.0,32,Whistle4139,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NikitaExp_16_Nov_2019_1045am2909.69202143348_2910.28402450991.wav
4833,Exp_12_Dec_2019_1245pm,SW_Luna,2676.26553480206,2677.33212551116,3300.0,40,Whistle8467,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_12_Dec_2019_1245pm2676.26553480206_2677.33212551116.wav
6675,Exp_09_Feb_2020_1345pm,SW_Yosefa,695.827108566996,696.592110885184,3300.0,56,Whistle13056,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_YosefaExp_09_Feb_2020_1345pm695.827108566996_696.592110885184.wav
3583,Exp_17_Feb_2020_1045am,SW_Nikita,3024.95416652778,3025.07916690657,3300.0,39,Whistle4749,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NikitaExp_17_Feb_2020_1045am3024.95416652778_3025.07916690657.wav
3824,Exp_15_Dec_2019_1245pm,SW_Luna,2049.52778747928,2050.35459245853,3300.0,40,Whistle10965,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_15_Dec_2019_1245pm2049.52778747928_2050.35459245853.wav
2660,Exp_01_Jan_2020_1545pm,SW_Nana,10.5558407953933,11.0246997165552,3300.0,21,Whistle5230,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NanaExp_01_Jan_2020_1545pm10.5558407953933_11.0246997165552.wav
7603,Exp_15_Feb_2020_0945am,SW_Dana,11.665035348592,12.6350382879948,3300.0,69,Whistle14101,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_DanaExp_15_Feb_2020_0945am11.665035348592_12.6350382879948.wav
6145,Exp_09_Jan_2020_0945am,SW_Luna,327.005992745433,327.992023514663,3300.0,43,Whistle7765,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_09_Jan_2020_0945am327.005992745433_327.992023514663.wav
411,Exp_12_Mar_2020_1345pm,SW_Neo,677.384363137351,678.212210027303,3000.0,2,Whistle2382,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NeoExp_12_Mar_2020_1345pm677.384363137351_678.212210027303.wav
4549,Exp_01_Feb_2020_0945am,SW_Luna,959.082908130025,960.192873250688,3300.0,40,Whistle6804,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_01_Feb_2020_0945am959.082908130025_960.192873250688.wav
5033,Exp_15_Jan_2020_1045am,SW_Luna,3140.88200197715,3141.77337551581,3300.0,40,Whistle9580,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_15_Jan_2020_1045am3140.88200197715_3141.77337551581.wav
6201,Exp_16_Nov_2019_1345pm,SW_Luna,186.49696505621,187.860487068788,3600.0,44,Whistle8728,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_16_Nov_2019_1345pm186.49696505621_187.860487068788.wav
1059,Exp_06_Feb_2020_1345pm,SW_Neo,739.357987288762,740.369807945542,3300.0,3,Whistle235,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NeoExp_06_Feb_2020_1345pm739.357987288762_740.369807945542.wav
2602,Exp_23_Nov_2019_1145am,SW_Nana,1201.16123554156,1202.45509270025,3000.0,19,Whistle5450,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NanaExp_23_Nov_2019_1145am1201.16123554156_1202.45509270025.wav
7052,Exp_09_Feb_2020_1345pm,SW_Yosefa,676.452049854697,677.267052324401,3300.0,59,Whistle13051,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_YosefaExp_09_Feb_2020_1345pm676.452049854697_677.267052324401.wav
3245,Exp_16_Dec_2019_1145am,SW_Nikita,418.724849968032,419.409489458255,3300.0,32,Whistle4918,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NikitaExp_16_Dec_2019_1145am418.724849968032_419.409489458255.wav
3187,Exp_22_Nov_2019_1145am,SW_Nikita,1277.34836288043,1277.88473960627,3600.0,32,Whistle4212,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NikitaExp_22_Nov_2019_1145am1277.34836288043_1277.88473960627.wav
7323,Exp_05_Feb_2020_1545pm,SW_Dana,393.506194261195,394.477060522593,3300.0,66,Whistle13489,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_DanaExp_05_Feb_2020_1545pm393.506194261195_394.477060522593.wav
4300,Exp_05_Jan_2020_1545pm,SW_Luna,503.668742329149,504.461476319297,3300.0,40,Whistle6471,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_05_Jan_2020_1545pm503.668742329149_504.461476319297.wav
4796,Exp_16_Nov_2019_1345pm,SW_Luna,44.9516159891334,46.2345352437918,3600.0,40,Whistle8096,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_16_Nov_2019_1345pm44.9516159891334_46.2345352437918.wav
7164,Exp_15_Jan_2020_0945am,SW_Yosefa,153.529794633339,153.818270243095,3300.0,60,Whistle13222,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_YosefaExp_15_Jan_2020_0945am153.529794633339_153.818270243095.wav
3623,Exp_14_Jan_2020_0945am,SW_Nikita,2576.87328532909,2577.38161866242,3300.0,39,Whistle4456,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NikitaExp_14_Jan_2020_0945am2576.87328532909_2577.38161866242.wav
1982,Exp_07_Dec_2019_1245pm,SW_Neo,2786.65665326731,2787.13607187196,3300.0,10,Whistle1188,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NeoExp_07_Dec_2019_1245pm2786.65665326731_2787.13607187196.wav
3153,Exp_13_Dec_2019_1245pm,SW_Nikita,2843.25872808548,2843.79720274047,3300.0,32,Whistle3866,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NikitaExp_13_Dec_2019_1245pm2843.25872808548_2843.79720274047.wav
