Unnamed: 0,name,label,onset,offset,recording_duration,whistle_type,whistle_name,path,duration
532,Exp_22_Nov_2019_1145am,SW_Neo,1031.28837792569,1032.21781382313,3600.0,2,Whistle2817,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NeoExp_22_Nov_2019_1145am1031.28837792569_1032.21781382313.wav,0.9294358974400438
3703,Exp_27_Nov_2019_1145am,SW_Luna,96.7919281785915,97.6045304289846,3000.0,40,Whistle10337,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_27_Nov_2019_1145am96.7919281785915_97.6045304289846.wav,0.8126022503930983
855,Exp_08_Dec_2019_1545pm,SW_Neo,795.693587690016,796.780274996518,3300.0,3,Whistle1229,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NeoExp_08_Dec_2019_1545pm795.693587690016_796.780274996518.wav,1.0866873065019718
1548,Exp_19_Nov_2019_1545pm,SW_Neo,911.382531618143,911.927533132037,3600.0,4,Whistle3472,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NeoExp_19_Nov_2019_1545pm911.382531618143_911.927533132037.wav,0.5450015138939079
6438,Exp_02_Jan_2020_1245pm,SW_Luna,3242.91203146229,3244.26444193061,3300.0,50,Whistle7432,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_02_Jan_2020_1245pm3242.91203146229_3244.26444193061.wav,1.3524104683197038
5753,Exp_14_Feb_2020_1345pm,SW_Luna,2939.68890875427,2940.13861774898,3300.0,42,Whistle12576,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_14_Feb_2020_1345pm2939.68890875427_2940.13861774898.wav,0.44970899470990844
1406,Exp_14_Feb_2020_1345pm,SW_Neo,752.143390375594,753.627249234453,3300.0,4,Whistle2228,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NeoExp_14_Feb_2020_1345pm752.143390375594_753.627249234453.wav,1.48385885885898
3189,Exp_22_Nov_2019_1145am,SW_Nikita,76.9405169209865,77.6337152174275,3600.0,32,Whistle4220,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NikitaExp_22_Nov_2019_1145am76.9405169209865_77.6337152174275.wav,0.6931982964409968
7850,Exp_14_Feb_2020_1145am,NSW,353.797753493159,354.46268399689,3300.0,71,Whistle14971,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/NSW_9Exp_14_Feb_2020_1145am353.797753493159_354.46268399689.wav,0.664930503731
7437,Exp_15_Jan_2020_1345pm,SW_Dana,598.938729484799,600.02585819767,3300.0,66,Whistle13817,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_DanaExp_15_Jan_2020_1345pm598.938729484799_600.02585819767.wav,1.0871287128710492
5705,Exp_22_Nov_2019_1145am,SW_Luna,3012.99002955605,3013.72624232201,3600.0,42,Whistle11528,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_22_Nov_2019_1145am3012.99002955605_3013.72624232201.wav,0.7362127659598627
7035,Exp_07_Mar_2020_0945am,SW_Yosefa,177.165590551969,177.805592685309,3000.0,59,Whistle13025,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_YosefaExp_07_Mar_2020_0945am177.165590551969_177.805592685309.wav,0.6400021333400048
2032,Exp_20_Nov_2019_1545pm,SW_Neo,934.862596840547,936.137600382223,3600.0,10,Whistle3473,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NeoExp_20_Nov_2019_1545pm934.862596840547_936.137600382223.wav,1.2750035416760284
102,Exp_17_Feb_2020_1145am,SW_Neo,699.922121582187,700.882069226166,3300.0,1,Whistle2268,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NeoExp_17_Feb_2020_1145am699.922121582187_700.882069226166.wav,0.9599476439790351
3026,Exp_23_Nov_2019_1545pm,SW_Nikita,2402.17677663672,2402.88597588632,3000.0,31,Whistle4284,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NikitaExp_23_Nov_2019_1545pm2402.17677663672_2402.88597588632.wav,0.7091992495998056
7468,Exp_17_Feb_2020_1145am,SW_Dana,995.030245724965,995.931684573886,3300.0,66,Whistle13941,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_DanaExp_17_Feb_2020_1145am995.030245724965_995.931684573886.wav,0.901438848920975
5423,Exp_07_Jan_2020_1245pm,SW_Luna,495.80140504647,496.28514045503,3300.0,41,Whistle7225,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_07_Jan_2020_1245pm495.80140504647_496.28514045503.wav,0.4837354085599941
2083,Exp_05_Feb_2020_1545pm,SW_Neo,1026.59176608257,1027.84088898614,3300.0,11,Whistle822,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NeoExp_05_Feb_2020_1545pm1026.59176608257_1027.84088898614.wav,1.249122903569969
7704,Exp_04_Mar_2020_1145am,NSW,169.768563094559,170.327178729738,3000.0,71,Whistle14318,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/NSW_9Exp_04_Mar_2020_1145am169.768563094559_170.327178729738.wav,0.5586156351789953
433,Exp_14_Jan_2020_1545pm,SW_Neo,567.883094707346,568.671666135918,3300.0,2,Whistle2463,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NeoExp_14_Jan_2020_1545pm567.883094707346_568.671666135918.wav,0.7885714285720269
7039,Exp_01_Jan_2020_1345pm,SW_Yosefa,706.947142264067,707.902145158016,3300.0,59,Whistle13030,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_YosefaExp_01_Jan_2020_1345pm706.947142264067_707.902145158016.wav,0.9550028939489721
5631,Exp_28_Nov_2019_0945am,SW_Luna,1092.94481285998,1093.54496437513,3000.0,42,Whistle10399,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_28_Nov_2019_0945am1092.94481285998_1093.54496437513.wav,0.6001515151499461
6609,Exp_03_Mar_2020_1345pm,SW_Yosefa,384.381281270938,384.906283020943,3000.0,55,Whistle12616,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_YosefaExp_03_Mar_2020_1345pm384.381281270938_384.906283020943.wav,0.5250017500050035
6135,Exp_02_Feb_2020_1545pm,SW_Luna,263.075799017573,264.105750237085,3300.0,43,Whistle7677,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_02_Feb_2020_1545pm263.075799017573_264.105750237085.wav,1.029951219511986
3135,Exp_07_Dec_2019_1245pm,SW_Nikita,2960.38397086052,2960.86386559736,3300.0,32,Whistle3631,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NikitaExp_07_Dec_2019_1245pm2960.38397086052_2960.86386559736.wav,0.479894736839924
7067,Exp_02_Feb_2020_1545pm,SW_Yosefa,1916.35080712366,1916.90080879033,3300.0,59,Whistle13082,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_YosefaExp_02_Feb_2020_1545pm1916.35080712366_1916.90080879033.wav,0.5500016666701413
3938,Exp_17_Dec_2019_0945am,SW_Luna,2432.09397337432,2432.75230670765,3300.0,40,Whistle12008,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_17_Dec_2019_0945am2432.09397337432_2432.75230670765.wav,0.6583333333301198
7641,Exp_01_Feb_2020_1345pm,NSW,227.175688411177,228.200691517247,3300.0,71,Whistle14193,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/NSW_9Exp_01_Feb_2020_1345pm227.175688411177_228.200691517247.wav,1.0250031060700167
1046,Exp_06_Dec_2019_1345pm,SW_Neo,565.882059629332,566.711394849148,3000.0,3,Whistle222,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NeoExp_06_Dec_2019_1345pm565.882059629332_566.711394849148.wav,0.8293352198159027
7072,Exp_13_Dec_2019_1345pm,SW_Yosefa,764.424067613639,764.958952406265,3300.0,59,Whistle13101,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_YosefaExp_13_Dec_2019_1345pm764.424067613639_764.958952406265.wav,0.5348847926260305
1529,Exp_19_Nov_2019_1545pm,SW_Neo,1442.66180752502,1443.56396752502,3600.0,4,Whistle3388,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NeoExp_19_Nov_2019_1545pm1442.66180752502_1443.56396752502.wav,0.9021599999998671
2758,Exp_15_Jan_2020_1245pm,SW_Nana,3241.16719360555,3242.7097507021,3300.0,24,Whistle5289,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NanaExp_15_Jan_2020_1245pm3241.16719360555_3242.7097507021.wav,1.5425570965498991
4006,Exp_13_Dec_2019_1245pm,SW_Luna,2873.76870960215,2874.81693094602,3300.0,40,Whistle12406,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_13_Dec_2019_1245pm2873.76870960215_2874.81693094602.wav,1.0482213438699546
617,Exp_19_Nov_2019_1545pm,SW_Neo,1407.23186741018,1407.8288496587,3600.0,2,Whistle3162,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NeoExp_19_Nov_2019_1545pm1407.23186741018_1407.8288496587.wav,0.5969822485199074
5951,Exp_26_Nov_2019_1545pm,SW_Luna,541.376805256017,542.484606674457,3000.0,43,Whistle12601,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_26_Nov_2019_1545pm541.376805256017_542.484606674457.wav,1.10780141844009
158,Exp_07_Dec_2019_1245pm,SW_Neo,2751.61454566773,2752.67104721572,3300.0,1,Whistle310,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NeoExp_07_Dec_2019_1245pm2751.61454566773_2752.67104721572.wav,1.0565015479901376
4968,Exp_12_Dec_2019_1045am,SW_Luna,3233.36807130862,3234.31476170008,3300.0,40,Whistle9176,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_12_Dec_2019_1045am3233.36807130862_3234.31476170008.wav,0.9466903914599243
6655,Exp_05_Feb_2020_1545pm,SW_Yosefa,1015.58307752448,1016.34807984267,3300.0,56,Whistle12967,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_YosefaExp_05_Feb_2020_1545pm1015.58307752448_1016.34807984267.wav,0.7650023181899996
6340,Exp_15_Dec_2019_1545pm,SW_Luna,972.697947569538,973.612950342274,3300.0,47,Whistle7970,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_15_Dec_2019_1545pm972.697947569538_973.612950342274.wav,0.9150027727359884
2383,Exp_14_Jan_2020_0945am,SW_Nana,3066.0808614276,3066.74631597306,3300.0,16,Whistle5726,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_NanaExp_14_Jan_2020_0945am3066.0808614276_3066.74631597306.wav,0.6654545454598519
6488,Exp_05_Feb_2020_1345pm,SW_Luna,136.479135489499,136.907947148692,3300.0,51,Whistle7542,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_05_Feb_2020_1345pm136.479135489499_136.907947148692.wav,0.428811659193002
3927,Exp_17_Dec_2019_1145am,SW_Luna,2415.86392190528,2417.04562027485,3300.0,40,Whistle12022,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_LunaExp_17_Dec_2019_1145am2415.86392190528_2417.04562027485.wav,1.1816983695698582
8268,Exp_02_Jan_2020_1345pm,NSW,83.5705723701808,84.5115088781173,3300.0,82,Whistle14474,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/NSW_9Exp_02_Jan_2020_1345pm83.5705723701808_84.5115088781173.wav,0.9409365079364989
6692,Exp_14_Dec_2019_0945am,SW_Yosefa,1237.09374876894,1238.03875163258,3300.0,56,Whistle13179,/lustre/fsn1/projects/rech/vzf/uqe97pu/raw_data/all_categories/SW_YosefaExp_14_Dec_2019_0945am1237.09374876894_1238.03875163258.wav,0.9450028636399566
